Cause,Title
,employee fracture hip auto lift accident
,employee backed truck
,worker killed slip fall icy surface
,warehouseman killed fall cherry
,worker cleaning concrete truck caught killed
,employee injured loading ramp collapse truck
,employee struck rachet strap sustains concussion
,employee slip fall sustains unconsciousness seizure
,employee hit head crossbar sustains head trauma
,two employee struck sheet metal suffer fracture
,employee injures head replacing bolt machinery
,employee suffers concussion fracture fall truck
,employee fall moving cargo suffers concussion
,employee killed grain elevator explosion
,employee suffers concussion plywood fall
,worker fall ladder sustains multiple injury
,employee injured electrical shock necklace
,electric shock
,electric shock
,employee burned chemical fire
,employee injured scalded steamwater
,employee overcome release hazardous material
,electric shock
,employee crushed killed conduit roll trailer
,employee suffers burn switchboard accident
,employee injured struck cable
,employee fall lift later dy
,employee burned repairing heating system
,employee amputates finger blower moving part
,employee killed troubleshooting motor
,clearing misfeed worker becomes entrapped
,employee fall twenty foot shaft
,worker asphyxiated cryogenic box lid fails
,employee killed crushed inside molding machine
,employee dy illness related employment
,employee fracture leg fall ladder
,employee injured rotating equipment
,employee killed engulfment grain bin
,three employee killed explosion well
,employee suffers bacterial meningitis work related
,employee suffers fracture trailer fall yard truck
,employee pinned injured lift container
,employee ankle broken fall loading dock
,employee injured fall shipping container
,employee fracture arm fall unguarded opening
,tow truck driver injured roll
,employee struck killed falling reefer
,employee pinned forklift tug receives injury
,employee caught platform conveyor asphyxiated
,employee killed traffic accident cargo cart
,employee run containiner later dy
,employee injured fall forklift
,employee injured fall unstable load
,employee killed run truck
,employee finger crushed container
,employee amputates finger caught lever gate
,electrician fracture foot leg fall truck
,employee amputates finger concrete
,employee finger crushed press
,employee dy crushed powered industrial truck
,employee run industrial truck fracturing foot
,employee fracture vertebra fall chill box
,employee killed head crushed fork lift truck
,employee amputates two finger operating machinery
,forklift operator amputates finger dumping hopper
,agricultural worker sustains laceration twin auger
,employee injured pinned fork ceiling
,employee killed caught rotating shaft
,employee hand injured shot tazer gun
,crane operator injured malfunctioning crane overturn
,employee burned hot tar
,employee struck flying log part injured
,power line worker injured fall utility pole
,employee lacerates bruise leg fall platform
,employee injures rib puncture lung fall truck
,two employee suffer laceration fire work explodes
,employee injured struck forklift
,employee hand caught conveyor injured
,worker injures foot cleaning grain screw conveyor
,employee amputates thumb caught sorter conveyor
,employee caught conveyor later dy
,employee amputates finger lacerates hand conveyor
,employee hand get fractured conveyor belt
,employee fall conveyor fracture rib
,employee killed caught lumber mill conveyor
,employee fracture arm caught roller conveyor
,employee get broken finger laceration conveyor
,employee finger crushed caught conveyor
,employee burn fracture hip knee slip fall
,employee fracture wrist forearm food grinder
,two employee receive burn spray explosion
,jammed hot tortilla press burn employee right hand
,cook get electric shock cleaning used cooking oil
,cook burned hot oil spilled deep fryer
,employee finger amputated cooker
,cook burned propane stove flash lit
,employee body burned hot oil
,employee burned boiling water
,employee experience heat exhaustion grilling
,employee burned steam kettle
,employee burned splashed hot oil
,employee hand injured lid close
,employee burn arm chest hot water pot
,employee suffers serious burn sanitizing evaporator
,employee burned splashed hot oil
,employee burn hand cooking oil
,employee burned hot oil pressure cooker
,employee burned steam hot milk product
,three employee burned hot cooking oil
,employee injured burned pressure fryer
,employee burned hot cooking oil
,employee killed burned steam
,employee splashed burned hot grease
,employee suffers head trauma fall cooling tower
,employee injured fall fixed ladder
,employee injured exploding pipe
,employee contract disease cooling tower water
,employee killed contacting energized equipment
,employee fall access ladder repairing cooler
,employee injured fall working cooling fan
,employee killed electrocution
,employee killed fall cooling tower
,five employee injured falling cooling tower
,employee fall rebuilding cooling tower
,employee killed caught drum frame member
,employee fell cooling tower
,employee injured working cooling tower
,employee killed fall cooling tower
,reactor vessel crack release nitrobenzene
,employee injures hip trip fall cord printer
,employee fall foot get tangled cord
,employee fracture hip trip equipment cord
,electrician injured struck falling equipment
,employee hand broken entangled cord
,employee trip fall hospital
,employee electrocuted welding machine
,employee electrocuted connecting wire
,employee cut thigh using skill saw
,electric shock
,employee killed fall catamaran opening
,employee sustained injury fall platform
,electric shock
,electric shock
,employee fall extension cord fracture hip arm pelvis
,employee found dead hanging tree neck
,employee electrocuted contact extension cord
,correction officer trip cord fratures ankle
,employee injured trip fall
,employee electrocuted extension cord
,employee electrocuted plumbing crawl space
,electric shock
,electric shock
,worker receives electric shock using hand grinder
,employee killed grain bin
,four employee killed two injured explosion
,employee suffocated corn silo
,employee dy shoveling corn
,employee killed engulfment corn storage bin
,employee killed engulfment corn storage bin
,employee found dead feed bin
,employee asphyxiated corn killed
,employee killed asphyxiated corn pile
,migrant farm worker dy hyperthermia
,employee killed silo engulfment
,employee killed crushed loader
,employee finger amputated corn flour hopper
,two employee engulfed corn one dy
,employee asphyxiated engulfed corn silage
,employee asphyxiated working grain silo
,employee suffocated bin auger
,employee fatally asphyxiated corn bin
,employee injured caught vat sheet metal
,employee dy engulfed grain storage structure
,employee dy cut machinery
,run corn chopper
,employee burned suffer smoke inhalation explosion
,six employee injured hexane inhalation
,confined space entry
,pressure vessel explodes kill truck driver
,employee dy chemical inhalation
,employee burned fire cleaning pipe diesel
,employee suffers electrical shock
,employee killed falling skimmer tank
,employee fell corroded roof tank
,four employee overcome carbon dioxide valve fails
,employee injured fall roof panel
,employee eye injured splashed chemical
,employee killed fall corroded angle iron
,three employee ill exposed chlorine
,cylinder containing nitrogen burst
,employee killed leg amputated alfalfa tank
,employee killed aluminum reflector collapse
,employee killed fall corroded oil tank roof
,employee drowns treatment pit
,one employee killed others injured tank rupture
,worker handling sulfuric acid fall receives burn
,stepped bucket causing chemical burn
,employee suffers burn contact molten sulfur
,employee sustains chemical burn cleaning
,employee splashed corrosive injures eye skin
,employee dy exposure tetrachloride splash
,employee injured splashed corrosive chemical
,employee burned sulfuric acid
,employee burned corrosive chemical
,employee receives chemical burn splashed acid
,employee eye burned battery acid
,employee injured cleaning corroded terminal post
,chemical splashed employee face
,employee killed crushed rail car
,employee injures arm apple press
,employee suffers severe laceration tip right finger
,employee killed fall tower
,employee crushed tree spade
,employee struck chest access panel
,struck flying wood chipper cover
,employee crushed killed falling crane boom
,five employee injured fall scaffold platform
,struck crushed falling hinged floor section
,employee struck falling hoist block
,fall elevation due rig collapse
,farm laborer run killed cotton trailer
,employee finger amputated lint cleaner roller
,employee dy asthma attack
,welder burned operating plasma gouger
,worker cleaning tractor fall elevation later dy
,machinery crush hand
,employee suffer severe burn explosion
,employee fracture arm caught tarp roller
,employee ankle fractured cotton gin start
,employee killed struck falling bale
,worker suffers finger injury lifting accident
,employee struck killed farm equipment
,employee struck head falling cotton bale
,employee killed rotating arm press machine
,employee amputates three finger clearing machine jam
,employee pinned truck back
,employee finger lacerated machine
,employee killed crushed cotton feeder
,employee finger amputated delinter
,employee injured struck rotary knife cotton gin
,employee injured finger caught belt pulley
,employee finger amputated cleaning press tamper
,employee head crushed cotton gin press
,employee killed buried cottonseed mound
,employee hand amputated cotton gin
,employee finger amputated cleaning cotton gin
,employee injured caught ram cotton pusher
,employee crushed death cotton gin tramper
,employee arm caught cotton gin roller
,employee killed caught sprocket chain
,employee face hand burned cotton gin fire
,employee injured foot caught cotton picker machine
,employee killed struck counterweight pumping unit
,electric shock
,worker hospitalized cough cleaning rice combine
,employee dy hospital work related
,driver fracture leg truck leaf road
,worker hospitalized reacting cleaning agent
,counselor hospitalized chasing detainee
,employee suffers chemical exposure hospitalized
,nurse dy tuberculosis infection
,eleven employee injured respiratory system irritation
,employee injured exposed chlorine gas cylinder leak
,four employee exposed formaldehyde
,seven employee exposed leaking freon gas
,employee allergic reaction spilled perfume
,nine employee become ill chemical exposure
,employee overexposed chemical vapor
,employee killed crushed elevator counter weight
,employee crush chest elevator accident
,employee killed crushed stump shovel
,employee caught object asphxiated
,employee struck bolt killed
,pump truck operator killed struck counterweight
,employee injured caught excavator chain
,employee killed crushed log loader
,employee crushed killed elevator door
,employee finger amputed crushing injury
,employee amputates finger adjusting pulley
,employee killed caught crane ground
,employee fracture knee fall
,excavation worker hand crushed metal plate slip
,employee fall skylight later dy
,employee fall fixed trailer ladder injured
,employee amputates fingertip cover hole
,tree trimmer dy unexpectedly cause undetermined
,employee suffers heart attack driving forklift dy
,employee dy working house
,employee suffers heart attack work
,employee found unconscious possible heart attack
,employee dy acute myocardial infarction
,worker tasked unplugging refrigeration unit found dead
,employee struck dock plate later dy
,employee shocked suffers firearrest breathing
,employee killed choking lunch
,employee unresponsive subsequently dy
,employee head crushed forklift dy
,employee killed another injured structural fire
,employee killed struck falling steel tube
,employee suffers leg fracture struck metal bundle
,employee fracture thumb caught crane rope
,employee suffers fracture struck steel reel
,hoisted steel sheet fall crane kill worker
,employee killed struck rack cylinder
,employee get electrocuted crane come contact
,crane operator killed piece metal strike
,employee injures foot struck falling object
,employee injured fall crane ball rigging
,employee killed struck falling headache ball
,employee killed struck falling hook ball
,employee injured crane collapsed
,employee struck killed falling crane load block
,employee killed struck steel block
,employee injured struck falling crane part
,employee killed struck falling hook ball
,employee riding crane hook ball fell
,employee seriously injured operating overhead crane
,employee suffers amputation
,employee killed struck falling load block
,employee injured struck block overhead crane
,employee killed struck trolley crane
,employee killed struck falling hoist block
,employee struck killed swinging pulley
,employee finger injured crane sheave
,employee killed struck falling crane block
,one employee killed two injured crane hoist
,boom section crane separate crush employee
,employee struck metal pipe later dy
,employee fracture leg struck concrete
,one employee dy another injured crane
,employee killed struck crane boom
,worker dismantles crane boom killed
,employee killed crane turn
,crane operator receives minor injury crane tipover
,transit operator killed crane cab accident
,crane collision crush technician
,employee killed fall crane
,employee struck killed straddle truck
,employee crushed caught heavy load crane
,employee injured falling mobile crane cab
,employee killed tree fall crane cab
,employee killed falling crane cab
,employee killed overhead crane fall
,employee killed fall railing crane cab
,employee injured struck moving crane carriage
,employee killed struck crane pendant
,caught revolving crane carriage truck crane
,caught counterweight deck crane
,crushed crane counterweight crane carriage
,employee crushed killed crane carriage
,employee killed struck crane counterweight
,employee killed heavily loaded crane tip
,employee struck moving counterweight
,employee laceration struck crane counterweight
,employee killed crane deck counterweight
,employee killed struck crane boom
,employee injured struck hoist counterweight
,employee dy caught heavy equipment
,two employee foot crushed toppled crane load block
,employee finger injured caught motor frame
,employee amputates finger crane hook
,employee get struck crane attachment
,employee struck hook injures eye fracture rib
,crane operator amputates finger tip crane hook
,employee killed struck crane load
,employee injured struck overhead crane hook
,employee amputated finger moving metal coil
,employee dy fall elevated platform
,employee killed fall trimming tree
,employee killed knocked buliding falling beam
,employee fracture nose struck crane hook
,employee killed overhead crane lifting device
,employee struck
,spreader fall kill worker
,employee killed struck lifting arm
,employee pinned beam lift later dy
,employee killed struck crane spreader bar
,employee killed struck crane alignment bar
,employee crushed killed overhead crane
,employee injured fall personnel cage later dy
,employee injured struck falling steel
,employee killed struck crane boom
,employee dy struck head falling
,electric shock
,employee dy crane overturn
,employee electrocuted construction site
,crane break mounting base crush employee
,employee killed crushed falling container
,employee injured thrown truck crane
,employee fatally struck crane falling load block
,crane operator killed struck hoisted part
,employee fall derrick dy
,employee fall platform strike head later dy
,employee injured struck metal plexiglas
,employee jump collapsing crane
,employee run forklift crane support beam later dy
,crane tip
,crane outrigger strike kill employee
,employee finger amputated crane outrigger
,employee injured crane tipped
,employee killed crane tip
,employee injured fall truck mounted crane
,employee knee fractured fall platform
,employee foot crushed stand
,employeetrip struck falling object fracture hip
,employee killed falling load
,employee crushed killed crate glass
,worker degloves thumb moving wooden crate
,employee sustains multiple injury load fall
,employee injured nail gun puncture leg
,falling tote strike injures warehousman
,worker pinned killed fallen crate bolt
,employee back sprained struck falling load
,employee injures eye struck flying object
,employee killed power washing hog crate
,employee finger tip amputated falling crate
,employee fractured ankle avoiding falling load
,employee fall hole fracture leg
,employee fall ladder sustains fracture
,plumber helper electrocuted crawl space
,employee killed head caught elevator compartment
,employee killed insulating plumbing fixture crawl space
,employee working heating contractor sustains injury
,employee killed cleaning ground conductor crawl space
,employee burned propane torch accident
,employee electrocuted checking wiring crawl space
,employee killed falling load
,employee crushed boom extension
,employee killed collapsing crane boom
,logging employee killed caught log
,employee struck crane later dy
,employee killed struck crane section
,employee electrocuted open control box
,roustabout killed struck falling pylon
,employee killed struck crane boom
,employee crushed crane boom
,employee crushed killed falling crane gantry
,two employee burned welding explosion
,employee face burned creosote
,creosote burn abdomen area
,thirteen employee inhale creosote vapor two hospitalized
,farm laborer finger amputated cutting machine
,employee amputates finger cane cutter
,employee amputates hand hay bailer
,employee finger cut working hay bailer
,employee injured run tractor
,employee leg lacerated cane cutter
,employee crushed rotor cane shredder
,employee pulled hay shredding machine
,falling crossarm section kill employee
,employee struck killed crossarm
,employee burned contact energized conductor
,fall utility pole
,employee injured fingertip amputated conveyor arm
,employee head crushed bucket machine
,employee killed struck chest crossbar
,employee dy suffocation caught crossbrace
,employee catch finger mechanical switch
,employee hand crushed forklift mast
,employee toe amputated foot caught forklift
,burn
,employee killed struck derrick travelling block
,employee killed fall derrick crown
,travelling block fell rig deck striking two employee
,crushed crown travelling block oil derrick
,drill rig two
,employee burned hot oil
,one employee dy another injured pipe line explosion
,employee crushed counterweight pump frame
,refinery worker burned steam escape past blockage
,employee sustains chemical burn oil spill
,employee killed flammable gas explosion
,employee asphyxiated inhaling hydrocarbon fume
,employee killed struck rail car
,five employee injured crude oil pipeline flash fire
,employee fractured arm fall scaffold ladder
,employee dy burn sustained tanker truck explosion
,employee injured struck top tank explosion
,employee killed welding explosion
,one employee killed three injured oilgas well explosion
,two fire fighter killed fighting crude oil fire
,employee dy crude oil tank explosion
,employee struck injured falling load door
,worker killed pinned man basket roof
,worker crushed operating excavator
,employee suffers fracture fall crusher hopper
,employee crushed hydraulic line failed later died
,employee fracture leg fall onto conveyor belt
,employee fall primary crusher decking
,employee injured fall guardrail
,employee killed crushed tractor trailer
,employee killed struck boom
,worker bypass machine guarding amputates finger
,employee killed struck flywheel
,employee injured fall
,employee lacerates hand utility knife
,two employee struck falling object injured
,metal part thrown car crusher fracture employee nose
,employee injured crushed conveyor support
,employee thumb crushed struck falling rock
,electric shock
,electric shock
,electric shock
,employee utility pole shocked
,electric shock
,employee dy explosion
,electric shock
,electric shock
,employee shocked repairing utility pole
,burn
,electric shock burn
,employee dy falling underneath railroad car wheel
,employee leg amputated lawn mower
,electric shock
,employee crushed bobcat
,electric shock
,electric shock
,electric shock fall
,electric shock
,electric shock
,electric shock
,employee fracture ankle fall roof
,employee injured fall tree
,utility worker injued fall pole
,employee suffers injury fall tree
,tree trimmer fracture ankle fall gaff cut
,employee fall utility pole fracture leg
,employee injures ankle fall pole training
,telecommunication worker fracture vertebra fall
,employee fell climbing utility pole
,fall
,telephone worker receives head injury fall pole
,employee pelvis fractured fall utility pole
,welder injured plasma cutting used oil drum
,worker cutting metal burned clothing catch fire
,mechanic burned using torch
,worker taking metal sample steel coil fracture leg
,machinist installing equipment struck head later dy
,employee burned cutting torch explodes
,employee fracture foot fall elevated platform
,employee sustains injury cyanide poisoning
,employee amputates finger finishing machine
,employee finger tip amputated hydraulic shear
,employee fracture pelvis caught packer wal
,employee dy chemical exposure heart attack
,employee burned explosion
,employee dy apparent suicide
,employee commits suicide ingesting cyanide
,employee injured repairing ram baler machine
,employee injured exposed toxic gas
,three employee injured exposure cyanide
,employee suffers brain damage inhaling cyanide
,employee burned chemical explosion
,employee dy collapsing cyanide retention area
,employee apparently exposed cyanide
,employee hospitalized due chemical exposure
,employee suffer possible unconfirmed exposure cyanide
,six employee hospitalized exposure cyanide
,employee injured hydrogen peroxide tank explosion
,employee dy two injured exposed cyanide fume
,employee struck injured fire extinguisher
,employee amputates thumb caught meat machine
,employee pinned packer blade wiper dy
,employee pinned forklift sustains fracture
,employee amputates fingertip dough machine
,employee sustains fracture tower hydraulic break
,worker injured struck falling object
,employee killed struck hydraulic fluid
,explosion kill employee injures possible second employee
,falling cylinder crush employee right hand
,employee suffers injury using dash 1
,employee injured accident
,employee dy attempting water rescue
,employee drowns dam lost control equipment
,employee drowns
,employee drowns fall crawl space
,employee drowns pinned collapsing dam
,employee hospitalized near drowning
,employee toe amputated lawn mower
,employee finger amputated lawn mower
,employee arm amputated machine
,employee caught bin cart fracture ankle
,employee crushed killed closing hangar door
,employee crush foot forklift crash
,employee finger amputated cutting machine
,employee foot injured operating forklift
,employee crushed lift truck trailer
,operator hand injured press
,employee foot amputated commercial mower
,employee foot crushed amputated rider truck
,employee finger amputated extrusion line stretcher
,employee suffers amputation using lawn mower
,employee killed crushed elevator car
,employee leg injured sandblasting
,employee foot injured forklift collision
,employee injured pinned battery locomotive
,mechanic smash thumb hammer
,garbage truck driver loses finger struck rolling truck
,chicken plant worker amputates finger equipment
,employee amputates finger radial arm saw
,worker sustains partial amputation finger
,employee amputates finger automotive brake caliper
,employee pinky tip amputated stitching machine
,employee finger injured later amputated
,employee climbed carpet
,employee killed caught grinder
,atv operator beheaded
,employee decapitated tank explodes
,construction employee killed scraper overturn
,employee decapitated struck hook
,employee killed pulled crusher
,counterweight strike kill employee
,commercial washer start accident decapitating employee
,employee decapitated walked propeller blade
,employee killed struck fallen tree
,employee decapitated wire drawing machine
,employee aerial lift decapitated guy
,worker injured fall roof
,employee fall suffers concussion
,employee suffers fracture struck motorist
,employee injured hit falling railing
,shipyard employee injured fall
,employee injured fall second
,employee injured fall deck board slip
,employee injured fall truss
,employee leg fractured fall
,employee seriously injured laminating machine
,worker loading pallet onto trailer degloves finger
,worker sustains numerous injury 40
,employee clearing blower sustains amputation avulsion
,employee injures hand caught idler shaft
,food packager loses fingertip machinery accident
,employee hand injured caught machine
,employee wrist degloved bottling plant conveyor belt
,employee injures arm cleaning equipment
,employee injures hand servicing equipment
,employee degloves two finger adjusting conveyor belt
,employee hand injured injection mold machine
,worker sustains avulsion adjusting printing press ink
,employee foot injured riding fork
,employee sustains burn cleaning hot water
,employee fracture knee slip fall oily surface
,employee splashed chemical working
,employee found dead water reservoir tank cleaned
,employee sustained burn coming contact grease
,employee burned gasoline ignited
,employee overcome perchloroethylene
,four employee injured inhaling trichlorethylene
,employee suffers dermatitis using degreaser
,employee involved fire
,62 employee exposed methyl chloroform
,six employee overcome degreaser fume
,two employee killed struck vertical conveyor
,employee injured exposed trichloroethylene vapor
,employee exposed solvent vapor degreaser
,employee died cleaning tank containing freon 113
,exposed trichlorethylene vapor degreaser
,employee fell degreasing tank asphyxiated fume
,methylene chloride inhalation vapor degreaser
,employee suffers paralysis struck forklift
,employee fracture rib vertebra fall truck
,employee fracture back fall tractor
,employee back fracture fall truck bed
,employee fall truck hit head trailer tongue
,employee finger injured conveyor
,employee killed struck head chest
,employee sustains freeze burn liquid propane
,employee killed crushed cylinder
,truck overuns crush driver
,truck driver killed wind catch door
,delivery driver struck utility pole rolling truck
,truck driver dy suspected heart attack
,employee struck truck door later dy
,employee struck vehicle dy
,employee leg crushed amputated tank fall
,worker using cutting torch burned flash fire
,employee foot run develops dermatitis
,employee contract skin rash due spider bite
,employee develops dermatitis bacterial infection
,employee injured exposed toxic cleaning solution
,employee suffers dermatitis fruit rinse water
,employee received epoxy chemical burn hand
,employee hospitalized inhaling muriatic acid
,employee injured chemical spill
,employee injured chemical release
,employee injured chemical caused contact dermatitis
,four employee injured chemical splashed pipe
,employee contract dermatitis use cleaning solvent
,employee suffer overexposure smoke
,six employee develop dermatitis
,six employee hopsitalized chemical burn
,8 employee exposed mist cutting oil
,employee hand exposed ethylene glycol
,employee killed knocked aerial lift
,employee killed struck counterweight cable
,employee killed crushed truck tank
,well rig worker dy climbing assist device fails
,electric shock
,employee killed fall rig monkeyboard
,employee strike head fall killed
,drill pipe fall kill worker
,driller killed collapsing derrick coworker hurt metal
,employee crushed killed falling drilling rig
,employee killed fall oil well derrick
,employee killed fall oil derrick platform
,employee killed fall derrick board
,employee killed fall derrick
,employee struck leg broken survey line
,employee struck head chest
,employee killed fall derrick stormy weather
,employee killed fall oil derrick
,employee killed fall derrick platform
,employee killed fall oil derrick
,employee killed fall oil derrick
,employee killed fall drill rig
,employee killed fall oil rig
,employee break ankle fall monkey board
,emplooyee killed fallen mast
,employee crushed death derrick truck accident
,employee suffers concussion struck falling pipe
,employee injured struck rolling pipe truck bed
,employee killed struck drill pipe collar
,employee killed fall drilling rig
,employee killed struck derrick equipment
,employee strike rod basket killed
,two derrick worker killed one fall
,employee killed fall derrick board
,one employee killed injured fall derrick
,employee suffers back injury derrick fall
,employee killed derrick collapse
,employee killed struck falling oil well derrick
,employee killed fall oil derrick
,employee killed derrick collapse
,roofer complains heat seek shade dy
,employee suffers concussion fall ladder
,employee suffers head injury fall stair
,employee fracture back fall ladder
,employee suffers body fracture fall ladder
,employee injured fall ladder
,employee ankle fractured fall ladder
,co
,employee injured fixed ladder collapse
,employee injures finger descending ladder
,stunt performer injured fall
,employee killed chemical burn caused toxic shock
,employee suffers chemical burn drinking disinfectant
,employee burned overflowing hot water
,inhalation noxious irritating chemical
,three employee injured detonator explode
,employee killed charge detonated
,employee injured cast booster detonates fire
,one employee killed two injured detonator explode
,three employee sustain burn movie set
,employee injured unplanned detonation
,employee killed blasting charge
,electric shock
,punch press operator sustains amputation press actuates
,employee lacerates face struck flying object
,press operator crush hand equipment cycle
,worker sustains amputated lacerated finger press
,worker amputates finger die block machine
,machine operator amputates finger punch press
,employee finger amputated press die machine
,employee killed rolled truck
,employee fall dead loading flatbed truck
,employee killed diesel fuel ignites
,employee suffocates trapped root ball
,employee killed cleaning debri conveyor belt
,employee injured tree fell one employee killed
,employee amputates fignertips left hand
,press operator crush amputates finger
,employee finger amputated die blade
,employee loses finger machine
,employee finger amputated die cutter
,employee injured finger caught punch press
,employee finger amputated press brake
,hand caught machine
,employee finger injured caught rotating drum
,employee amputates finger die
,machine interlock fails worker burned
,employee fracture foot die casting machine
,employee finger amputated dye machine
,employee pinch lacerates thumb casting machine
,employee crush finger die cast machine
,employee injured aluminum die casting machine
,employee amputates two fingertip die machine
,die operator crush hand
,press die crush operator toe
,employee finger amputated crushed die press
,employee finger amputated conveyor belt
,employee hand crushed die press
,employee finger amputated machine
,employee arm caught die cutting press
,employee amputates finger packaging machine
,employee amputates finger die
,employee injured maintenance cutting machinery
,employee amputates finger plastic diecutting machine
,employee finger amputated sealing machine
,employee injured die cutter
,employee hand crushed die press
,employee amputates finger crush wrist power press
,employee finger crushed power press
,employee finger amputated power press
,employee finger amputated blow molding machine
,employee finger amputated punch press
,employee fractured hand mold dy
,employee fingertip amputated die area punch press
,employee finger amputated die cutter
,employee amputates finger caught die press
,employee hand injured die casting machine
,employee fingertip amputated mechanical press
,employee fingertip amputated punch press
,employee hand injured caught power press
,employee sustains amputation broken finger crushed
,employee finger amputated pipe bending machine
,amputation left little finger
,worker amputates finger adjusting part riveting machine
,circuit board press actuates cleaning crushing hand
,emoloyee crushed hand power press accident
,employee killed head crushed die casting machine
,employee killed caught die casting machine
,employee finger amputated foot
,employee hand amputated injection molding machine
,employee thumb amputated punch press
,severe laceration finger hydraulic punch press
,employee suffers burn diesel tank explodes
,foreman suffers burn diesel explosion
,employee severly burned refueling vehicle
,employee injured gas explosion later dy
,employee burned flash fire
,two employee killed diesel tank explodes
,employee receives burn welding diesel tank
,employee severely burned arc welding tank
,employee killed fuel explosion
,employee killed welding explosion
,employee killed caught fork truck
,employee killed explosion cutting tank
,employee killed explosion welding
,employee killed cutting empty fuel tank
,two sustain burn one dy diesel tanker fueling fire
,two employee killed truck roll
,employee burned engine explosion
,employee poisoned diesel fuel
,employee burned fueling truck
,employee killed gas vapor explode
,employee killed struck falling truck cab
,employee killed drip gas tanker truck ignites
,mechanic killed struck diesel truck
,23 postal employee suffer exposure diesel fume
,employee killed another hurt struck 2
,employee burned solvent fire
,inhalation diesel exhaust fume
,finger caught fan belt pulley
,employee struck run truck
,employee exposed toxic chemical fog fighting fire
,electric shock
,employee struck falling utility pole later dy
,electric shock
,electric shock
,electric shock
,electric shock
,employee injured safety latch hook fails
,galvanizing process operator struck flying metal bar
,worker burn 80 percent body falling dip tank
,employee burn hand arm dip tank
,employee dy crushed burned dip tank
,employee suffers amputation falling roll metal
,employee injured struck hoist
,employee cut crane rigging
,employee overexposed antiquing solution
,employee killed burned fall dip tank
,employee injured struck falling object
,three employee burned chemical reaction explosion
,two employee scalded death
,employee slip spill fall paint dip tank
,employee overcome vapor confined space
,employee burned fall hot water tank
,employee killed molding machine dip tank
,electric shock
,electric shock
,electric shock
,employee killed fall compactor
,employee leg pinned clump dirt fall trench
,employee killed thrown seat equipment roll
,70
,employee killed run earth compacting unit
,employee killed crushed heavy equipment
,employee injured fall roller
,employee toe injured falling compactor
,employee dy head injury trench cave
,employee break leg caught compactor trench
,employee killed pinned compactor trailer
,employee killed overturned vibratory compactor
,fell operating dirt tamper
,employee isnkilled run trailer truck truck
,employee caught hoist tank later dy
,employee suffers fracture struck trash receptacle
,machine operator amputates finger pinch point
,mineral technician receives severe burn slurry
,employee killed struck falling granite slab
,employee receives electric shock plugging cooler
,employee shocked changing fuse
,employee killed safety harness strike
,employee dy shocked
,employee dy crushed rotating equipment
,employee finger amputated processing ham
,employee becomes ill community
,wildlife research technician infected hantavirus
,two employee exposed ozone release
,chlorine gas exposure
,disintegrating grinding wheel lacerates worker finger
,employee leg fractured shattered fan piece
,employee killed mechanical power press die shatters
,employee suffers fracture grinding wheel explodes
,employee killed grinding wheel disintegrates
,employee thigh injured struck piece wheel
,employee killed struck grinding wheel fragment
,employee killed struck flying piece metal
,employee injure finger leg grinder
,employee injured grinding wheel disintegrates
,employee abdomen lacerated fragment sanding wheel
,employee killed struck broken grinding wheel
,employee killed struck heart abrasive fragment
,employee killed struck piece grinding wheel
,employee killed struck piece grinding wheel
,employee killed struck truck steering wheel
,employee killed struck piece grinding wheel
,employee killed struck piece abrasive wheel
,grinding wheel disintegrated piece struck employee
,maintenance worker injured dyeing vessel explodes
,employee injures thumb hoisting accident
,employee get ankle crushed box frozen meat
,waitress dislocates knee fall floor
,farm worker dislocates hip fall ladder
,construction supervisor trip cable fracture elbow
,employee injured fall parking garage stairway
,employee injured caught lathe
,employee killed run machine
,employee shoulder dislocated struck tote
,employee injured fall ladder
,employee get pinned sheet rock wall
,employee injures hand using gear hand saw
,employee struck injured structure collapse
,employee amputate thumb tip forklift chain
,employee injured fall dismantling decoration
,employee killed crushed harvester
,worker amputates fingertip metal lathe
,employee suffers chemical burn changing filter
,employee burned distillation tank explodes later dy
,employee injured exploding beaker
,two employee burned distillation unit explodes
,employee sustained two broken leg dislocated ankle
,employee killed struck lid pressure steamer
,explosion
,employee dy falling tree
,employee suffers body fracture atv hit power pole
,employee killed lawn mower tipped onto
,employee injured boom lift tip
,employee killed atv roll
,employee pinned underwater mower
,truck driver killed truck roll ditch
,employee injured roller
,employee drowns irrigation ditch
,farm worker killed struck towing strap
,tractor trailer driver killed fall overpass
,employee killed struck trailer
,employee disappeared diving sample found dead
,employee dy diving excursion
,employee dy diving operation clean pipe
,new employee drowns first dive water tank
,employee suffers heart attack dive later dy
,employee drowns diving
,employee drowns later dy
,possible drowning
,employee drowns cleaning pond
,missing dock worker discovered dock
,police officer drowns water rescue training exercise
,diver drowns lifeline caught water pump
,worker fall river drowns lunch break
,employee drowns diving helmet becomes dislodged
,employee crushed killed pile driving operation
,employee drowns working valve reservoir outlet
,diver killed trapped gate valve
,employee dy scuba training
,employee dy drowning
,employee dy diving accident
,employee drowns diving golf ball
,employee drowns swimming pool
,employee dy air embolism scuba diving
,employee drowns diving
,two employee drown diving clean muscle rack
,employee drowns diving
,diver killed crushed barge wreck
,diver drowns diving helmet air line severed
,drowned diving operation
,commercial diver drowned lake
,employee suffer heat stroke harvesting cantaloup
,employee get dizzy work get hospitalized
,employee fracture back fall aluminum step ladder
,employee suffers dehydration heat stroke
,worker became dizzy harvesting grape vineyard
